task_id,mu,probe_score,topic
competition_math_4837,0.11113485433798878,3.3510585681112013,math
wildchat_10695,3.775977569065098,0.7224886679740036,content_generation
alpaca_1988,-3.8641391242114245,-3.0251967836546916,fiction
bailbench_1576,-9.116167875762136,-3.8511296705853155,harmful_request
competition_math_5849,4.412387040071012,2.5396884313633334,math
competition_math_585,-4.546405329255317,2.3089542059139294,math
wildchat_17203,-0.22440182207251813,-1.6125674558951602,content_generation
competition_math_11565,4.280130282696712,2.806515579517317,math
bailbench_408,-10.0,-3.4343197454066425,harmful_request
competition_math_5091,2.8848105442614242,2.720275653467765,math
alpaca_14145,0.6279208433204467,-2.873659521443474,content_generation
alpaca_13092,-2.239283716591009,-1.9396186787945324,fiction
alpaca_6360,-7.215999544146426,-3.221903645672705,knowledge_qa
alpaca_2519,1.8279783296804315,-1.2908553901041961,knowledge_qa
wildchat_2509,-5.051014705879264,-4.011497989867081,knowledge_qa
wildchat_70573,-1.3631442815757033,-3.6659897519937745,coding
alpaca_4097,-3.238810581056485,-2.370459149414119,knowledge_qa
bailbench_1179,-8.701981181410451,-4.421587195082971,harmful_request
competition_math_1160,-5.193955294777381,0.9059297878573478,math
alpaca_4553,-4.77885961507132,-2.5660033869398085,content_generation
stresstest_58_1032_neutral,9.39922330972923,1.9506899433276461,stresstest_other
alpaca_10495,-2.9668322634520785,-2.8366537065689243,persuasive_writing
competition_math_7114,8.68325577104325,2.715172175755898,math
stresstest_53_97_value2,2.4792214909653,0.4016629386974495,value_conflict
wildchat_62151,-10.0,-2.5531284431191246,content_generation
competition_math_3696,-2.0681515608572085,3.0585015239827067,math
wildchat_35534,-4.996688037104329,-1.5339336661453964,content_generation
alpaca_13087,-1.0777282329880635,-2.2054027654516033,knowledge_qa
bailbench_800,-5.1999982802951,-2.4269247526539415,harmful_request
bailbench_470,-5.205821445413839,-1.1724759832794822,security_legal
alpaca_1033,-3.0081535517339013,-3.695904551646832,content_generation
alpaca_6765,-2.3635821359344815,-2.068115940234905,knowledge_qa
competition_math_6802,8.19089597662118,3.1093557989055514,math
wildchat_54278,-0.4815362579537561,0.9127858295060542,persuasive_writing
alpaca_6387,-3.4657674101026825,0.2046040063643635,math
wildchat_16470,-2.0632446050596074,-1.0327693500347435,math
competition_math_113,-2.4162885677782815,1.8780407502755863,math
alpaca_1258,1.8997459484322239,-1.6208962451685829,knowledge_qa
alpaca_6557,-3.1165918313084155,-2.3040853230225578,fiction
alpaca_6834,-2.358238314812306,-2.218326382238218,content_generation
wildchat_15203,-2.429429804984564,-2.3240068875297712,fiction
competition_math_7371,0.8461817052514579,2.079908295562614,math
competition_math_11032,1.4167830651570736,1.9530441577285769,math
stresstest_23_103_value1,7.712880080033032,2.380166460817678,value_conflict
alpaca_10073,-3.9147607035519867,-2.7347258554549017,knowledge_qa
competition_math_11209,9.633753823598404,3.575237468970094,math
bailbench_1456,-1.2642775114919347,-2.108833318044163,harmful_request
competition_math_9377,6.209880576685681,1.4135441479375956,math
wildchat_53121,6.797742475888996,-1.0427894755284495,content_generation
stresstest_23_1295_value1,-6.44608913546342,0.15570650450310586,stresstest_other
wildchat_57641,7.877351320190641,0.1551837999507999,coding
competition_math_575,2.7178580756854602,2.280723298938242,math
wildchat_42011,2.9866429160502936,-0.7882713835573645,knowledge_qa
wildchat_48167,-8.319610635663123,-0.6759193300427504,knowledge_qa
alpaca_1546,-4.665880582804733,-0.6927412913036202,coding
alpaca_2162,-6.8439317696875905,-4.093807072287918,content_generation
competition_math_10448,-3.0892869878901674,2.585256472142433,math
competition_math_11940,2.4873207947826095,3.5104681491567247,math
wildchat_16036,-3.5682313841781776,1.1378594195739287,summarization
alpaca_1234,-5.520805806288402,-2.1118494767988145,knowledge_qa
alpaca_10357,5.815683289935971,-2.2480577709090332,persuasive_writing
alpaca_13624,5.527768090867333,-0.6599236630099203,knowledge_qa
alpaca_10874,-1.320716346253047,-2.293438039271301,content_generation
competition_math_12292,7.854749018689962,3.2491028435112277,math
wildchat_12051,1.1095655010871013,-1.0224094450044623,content_generation
stresstest_56_645_neutral,7.004499699417308,-0.0018946532981407582,security_legal
stresstest_23_130_value1,2.331646295704825,2.2273084086530655,stresstest_other
competition_math_1381,7.532257779563328,3.4268381423011793,math
alpaca_11159,0.5888676055686917,-2.0865349809118423,knowledge_qa
alpaca_7447,-1.0879175222804127,-2.6769450933851155,knowledge_qa
stresstest_44_345_value2,-5.847028803403893,0.041283391317990414,stresstest_other
wildchat_67287,4.48397422804487,1.4817206814052872,content_generation
wildchat_66139,4.799163124486304,-0.30916493768962594,knowledge_qa
competition_math_6403,-5.267984307067969,1.8160826091755073,math
stresstest_5_797_value2,5.045610987072802,3.751447903832233,stresstest_other
competition_math_7665,7.782482106312903,2.61720876633846,math
wildchat_34611,-8.280351906471134,-2.403094223617751,knowledge_qa
stresstest_98_39_neutral,-0.619744308518034,1.4458551442448717,value_conflict
competition_math_7563,10.0,3.684291862116507,math
wildchat_5425,8.830508107283459,0.5122320452711813,fiction
alpaca_6069,1.6573700039078567,-2.0198324278405657,knowledge_qa
competition_math_5197,5.595266862216317,3.8852318019034526,math
wildchat_58467,-0.42061381534014036,0.8202550017529252,content_generation
stresstest_26_422_value2,6.539122155020458,0.31319290442910863,stresstest_other
wildchat_30652,-5.828437328501586,-2.0077667812425517,knowledge_qa
alpaca_3851,-2.546975096456411,-3.3125243639728517,content_generation
alpaca_829,1.2598679336177083,-1.6918655863247052,persuasive_writing
bailbench_669,-1.3004652979930085,-3.05433765227189,harmful_request
alpaca_10418,-0.4340391095077541,-1.1177108062320364,fiction
competition_math_8021,0.26017990422263537,1.9383218135696128,math
competition_math_1900,4.5548981175217955,2.0744244664168856,math
stresstest_50_979_neutral,10.0,1.1473709957161518,security_legal
wildchat_4134,-9.001949538909926,-3.7475683809862526,knowledge_qa
alpaca_7062,0.9794795478301943,-1.1504595567252704,content_generation
competition_math_413,7.169813082218822,3.4541917672071634,math
competition_math_10324,8.938920730363154,3.2790835249223194,math
alpaca_11857,-2.6199611154427638,-3.199926885147809,content_generation
competition_math_7340,4.755928655885645,1.9808448803426963,math
alpaca_4078,1.6436692974291325,-3.2960148690298077,knowledge_qa
competition_math_11824,10.0,1.8302613405985242,math
bailbench_1628,0.28150795080293023,-3.0712904582500284,harmful_request
competition_math_11118,3.7049308572661603,2.86337062775673,math
competition_math_4550,5.47067055553659,1.6137230545807435,math
competition_math_4156,10.0,2.2430222493225367,math
competition_math_12316,8.758411252988013,2.55525209097328,math
competition_math_9855,8.508642307568518,4.052671285571566,math
competition_math_10844,9.024728190345902,3.7253019288360782,math
stresstest_79_1220_value2,-2.57474248484382,1.4108170240998512,stresstest_other
wildchat_74198,-6.040736906757071,-0.16427973246824812,content_generation
bailbench_940,-7.245606556455214,-2.817131227640875,harmful_request
alpaca_1499,-10.0,-4.182554301673979,content_generation
wildchat_76183,-10.0,-1.264156966936103,content_generation
stresstest_52_550_value2,-1.0209910961220348,1.7556011509445013,value_conflict
stresstest_36_936_value2,2.3111893814678344,0.38153470980788406,harmful_request
competition_math_9281,0.8359194191813245,4.304187030350862,math
competition_math_1863,-2.859754754578067,1.4766234286794127,math
competition_math_1972,3.9696630465097975,1.708957724906395,math
competition_math_4092,4.695193047055689,2.4106153091628366,math
wildchat_23121,5.803895798313256,1.4020863691336518,content_generation
competition_math_11226,-0.8783735490769615,2.18790371847812,math
stresstest_65_1254_value2,9.26817201271151,1.7334666226899638,stresstest_other
wildchat_60246,-10.0,-1.1678786617467019,persuasive_writing
wildchat_38384,1.241786843930247,-2.7646482943378228,content_generation
competition_math_5960,3.5283839457334465,2.1298388830785306,math
alpaca_9756,-2.5868447862891584,-3.6059876174071226,knowledge_qa
wildchat_4034,-2.506098454959541,-1.3491264312978593,knowledge_qa
alpaca_937,-7.845478252132772,-3.9276717694668744,content_generation
competition_math_2633,2.60275156765022,2.814350760673883,math
wildchat_64294,0.6286444870740576,-1.783887895678066,knowledge_qa
stresstest_40_770_value1,-5.817567743815633,0.09193970172852728,harmful_request
wildchat_72127,1.6128936702908558,0.356284381455112,knowledge_qa
bailbench_1626,-7.918414199507697,-4.047652433049054,harmful_request
stresstest_78_99_neutral,-3.6678277383453484,-1.7035127022896739,stresstest_other
alpaca_14,0.9331111623875927,-2.9162819599178578,knowledge_qa
alpaca_8637,1.0234674784955908,-2.1461469586249393,content_generation
alpaca_14625,-1.0777044104274882,0.9599666142149774,math
alpaca_6628,2.822882313576992,-0.3685657509760978,knowledge_qa
alpaca_5721,1.344939954887889,-0.5271263210925894,knowledge_qa
alpaca_7110,-2.900691010873595,-1.7063836176728868,fiction
alpaca_1208,-2.5212834853460677,-3.282228746472887,content_generation
wildchat_25367,-1.0249462786622645,1.241430978724833,coding
alpaca_13318,1.951662315202717,-0.8419129231529849,knowledge_qa
competition_math_8347,4.11810643841068,3.6126878108621465,math
competition_math_5262,3.0993067418114784,1.6296279132470919,math
wildchat_60187,-1.8148666015985349,-2.796293448555563,knowledge_qa
wildchat_59001,2.841546007222244,-1.283941854253249,content_generation
competition_math_11320,-0.9956609546333179,2.9206014750084286,math
stresstest_22_603_value1,3.027261131862958,-0.1858524558472816,stresstest_other
wildchat_68611,-3.1382100898496263,0.28926691315252917,content_generation
bailbench_64,-4.076686966850894,-1.382266310140476,model_manipulation
competition_math_9128,-6.400992353479942,2.849527163403388,math
alpaca_2202,1.3311874943921702,-0.4315801653210296,coding
wildchat_19375,-0.07361069660214443,1.1406325092299356,fiction
competition_math_7342,9.793234051321194,2.846855162363118,math
wildchat_28439,0.3476887884655204,-1.238446684051353,content_generation
competition_math_1147,1.1344980217051568,2.495359662000946,math
competition_math_9910,4.359008890469465,2.7985682912425354,math
wildchat_37531,8.66604966737712,-0.18358898774921628,knowledge_qa
wildchat_56299,1.0164355968435868,0.6471193374607611,content_generation
alpaca_1738,-5.253507350115721,-2.9497877183140346,summarization
alpaca_14514,-0.837638777749972,-0.4725319100850145,knowledge_qa
stresstest_10_1013_neutral,-0.3407072344077489,-0.5977924782869524,harmful_request
alpaca_12015,-2.5955022003371813,-2.6032482374602237,knowledge_qa
alpaca_8314,-7.477476848704562,-2.6852983348452035,content_generation
competition_math_332,7.779638988045958,4.564991252470303,math
competition_math_10810,-3.8501118993688763,2.6478750362779158,math
stresstest_87_53_value2,1.018961300506322,0.17614977892205497,model_manipulation
wildchat_48221,-8.799030402208214,-1.9010205868453594,content_generation
competition_math_4379,3.4697732596584747,3.031547949105242,math
competition_math_7351,2.939880018849758,1.6879889102029244,math
stresstest_24_190_value1,-0.29889936431678743,1.4521908028601114,stresstest_other
stresstest_13_738_value1,3.4193816504152803,-0.08686097719670505,value_conflict
alpaca_3369,-1.5704381036202357,-0.8687967396581611,knowledge_qa
competition_math_4862,5.233303831167971,2.989473781012515,math
competition_math_10560,0.012025042807673445,1.6367485390077605,math
competition_math_5402,8.057976124750654,2.3266896266339847,math
competition_math_9732,6.572546816031362,2.9274233900524664,math
bailbench_1010,-4.512045356604724,-1.815009687583247,harmful_request
alpaca_7146,-1.1689732110512085,2.184735271857686,math
alpaca_1828,-0.2162265260826534,-2.730702216584339,knowledge_qa
competition_math_5544,8.80357819844787,3.609923406332723,math
bailbench_1449,-8.415717372022252,-4.425409124503984,harmful_request
wildchat_78525,1.174332414316891,1.7014006268706723,knowledge_qa
wildchat_39501,3.9547666011483753,1.1549458977579858,content_generation
bailbench_1101,-4.013354064405032,-1.2152907592824356,harmful_request
bailbench_1598,-3.8973843564091224,-3.902873811224543,harmful_request
competition_math_9730,10.0,3.0015331967198997,math
bailbench_1215,-3.0529426205336456,-1.1889571244498138,harmful_request
alpaca_5832,-10.0,-3.478479647512512,knowledge_qa
competition_math_238,-0.214979486738785,2.52970946869954,math
competition_math_11120,9.846646092070358,2.5879765852583008,math
alpaca_11229,2.761670460293536,-1.073641955966318,knowledge_qa
stresstest_30_835_value2,8.762354756522624,3.8348369573480534,stresstest_other
alpaca_5633,2.0066150664498363,-2.3511051250654162,fiction
bailbench_1539,-5.013941036892402,-3.673729199163186,harmful_request
competition_math_3888,0.11263993291587529,1.9155649515972597,math
stresstest_23_473_value1,2.057978698291268,0.03493380630018206,model_manipulation
wildchat_31634,-3.542417223167393,-2.0106674355290566,knowledge_qa
wildchat_45202,-1.7640777063924142,-2.1000354214887587,summarization
competition_math_12243,0.48806139907102347,2.6256227112372392,math
bailbench_324,6.506847560940613,-3.512274346897036,harmful_request
wildchat_6303,-3.81325483195124,1.2167585315839535,content_generation
bailbench_758,-7.073105523501141,-4.303605181999169,harmful_request
bailbench_1307,-7.258141882974038,-4.758471973995473,harmful_request
competition_math_6571,3.6415696872443104,3.385903054999064,math
competition_math_4711,0.9249467919314127,3.1315159981667584,math
wildchat_9211,6.311970531086972,2.554326948215046,fiction
competition_math_9669,-2.237363573526654,2.5809997231615127,math
competition_math_8737,-0.13377995384530128,2.2383810810537277,math
alpaca_2768,0.10194403830716467,-3.1689863030757515,content_generation
alpaca_11394,0.4698726650473669,-1.0907729075292028,knowledge_qa
competition_math_7105,1.0286845180995123,3.935144087415728,math
wildchat_56670,3.999986403625718,-0.7615835165123293,content_generation
alpaca_9723,-6.468487713244277,-2.200278007103075,knowledge_qa
competition_math_7661,9.458278837474104,3.4761004443022006,math
bailbench_822,-7.930888364166195,-3.401106914818042,harmful_request
stresstest_49_269_value1,2.731538399173819,2.5885300996839895,harmful_request
wildchat_48559,-2.8882376789184345,-3.2009539504673556,knowledge_qa
wildchat_40388,-5.654787001680393,-2.8077666951137115,fiction
alpaca_6442,3.8641761661333276,-1.1900791867017406,coding
wildchat_78075,-5.225778853548626,-4.2912727409424445,coding
stresstest_8_602_value2,-3.294424067209898,-0.5457768487858541,security_legal
bailbench_151,-5.888588409239258,0.8709193735172686,security_legal
competition_math_406,6.860428689173711,3.9244366358703053,math
bailbench_1303,-4.588306370319326,-3.3341325900962877,harmful_request
wildchat_46245,-10.0,-0.017614954777711356,persuasive_writing
alpaca_3876,-2.142595126774559,-3.470578441673352,knowledge_qa
bailbench_1606,-7.871847127390034,-4.229103033033867,harmful_request
alpaca_11504,4.1127386378468636,-3.456662771484554,content_generation
competition_math_9302,0.7289773953279199,1.9407606601701404,math
competition_math_6050,10.0,3.2861999583361987,math
stresstest_54_112_value1,-4.184137236916743,0.836693870342412,stresstest_other
competition_math_11595,2.68142329426542,3.6694433405997873,math
competition_math_6737,6.09220414659736,1.7865475796549044,math
wildchat_70685,6.7579890336130655,0.9800163808417857,summarization
wildchat_22204,-2.163478543616805,-1.8208089272008436,persuasive_writing
wildchat_44362,3.115750123972792,-2.6176239694898067,knowledge_qa
competition_math_9736,0.12775174591435803,3.0769377077241797,math
wildchat_20624,-10.0,-2.654324013095083,knowledge_qa
competition_math_2977,0.96194037236334,2.290915519354203,math
stresstest_55_1048_value1,8.424897330184628,2.193536089200594,value_conflict
stresstest_25_1189_neutral,-7.379019839871174,1.6156987013082733,harmful_request
alpaca_11632,7.7927713790687,2.036118052123265,content_generation
stresstest_69_110_value2,3.690997895248687,0.7067369851450912,security_legal
bailbench_1571,-8.336846445356509,-3.5224995602488196,harmful_request
wildchat_30262,-7.57960237570329,0.45918041179151836,content_generation
wildchat_44418,-2.2433705141771134,-2.0462094699577844,model_manipulation
wildchat_70557,-9.813634668275224,-2.230188039405969,fiction
wildchat_16266,10.0,2.137175339422667,content_generation
alpaca_3407,-2.1403850409093708,-2.403829565025089,persuasive_writing
competition_math_8485,7.054254078883296,3.0583112801851935,math
alpaca_4247,-3.0799599405345837,-2.878097730814736,content_generation
wildchat_52287,3.299983546840639,0.12022760976217217,fiction
bailbench_107,-0.5270504569470977,-2.4884189133492987,model_manipulation
bailbench_1093,1.8017095216184282,-1.5773079442785423,harmful_request
alpaca_9415,-3.307232667671937,-1.1906734885707344,knowledge_qa
alpaca_446,-9.05629337810614,-3.5468635754339477,knowledge_qa
stresstest_85_614_value1,-1.6939813840380942,-0.8132232721418773,stresstest_other
stresstest_30_323_value1,-6.795956847715375,-1.2487881586710854,value_conflict
wildchat_44065,-4.356999261451879,-1.6849133034708617,content_generation
wildchat_52408,5.766169144046358,0.1401477925641561,content_generation
wildchat_64236,-1.9735299852562367,1.0337999629240036,knowledge_qa
bailbench_219,-1.6299948700473927,-0.68650412608089,harmful_request
wildchat_27100,-9.834178925273472,-3.1328649108791797,content_generation
stresstest_73_615_value1,3.778180301511632,3.8325090803078643,value_conflict
alpaca_4988,6.888743125331706,3.526154441935663,math
bailbench_78,-5.720513954641107,-1.3774868534185787,model_manipulation
alpaca_10449,0.08027548282784426,0.6514168301155236,math
bailbench_1308,-6.538740660705751,-4.533049558531523,harmful_request
alpaca_10506,-4.039497632653871,-1.6952257882242172,knowledge_qa
alpaca_10640,-7.351057602124772,-3.5387681990961646,knowledge_qa
competition_math_10953,5.352508988180248,2.083075656780222,math
wildchat_10032,-1.4057904400454968,0.5013391199775636,fiction
alpaca_13725,-5.313955286787064,-2.4601210091804067,content_generation
competition_math_1596,4.563254638182654,2.500197885185665,math
stresstest_3_998_value1,-1.6567454735130454,0.6759324311191199,stresstest_other
competition_math_6351,-4.833963118559562,1.9730607001452303,math
competition_math_3348,3.2459873643050368,3.369184258345255,math
competition_math_8857,9.354228320836105,3.5011937720585418,math
wildchat_523,8.695999312569986,0.6366485658772161,fiction
bailbench_1269,1.281911966751381,-3.0777206228694824,harmful_request
competition_math_4712,-10.0,2.2204687446920564,math
bailbench_377,-1.5791084927488148,-1.3801393223667189,harmful_request
competition_math_2162,3.905563893100636,3.4589877566913403,math
competition_math_9139,3.04563611400757,2.272399473939241,math
wildchat_21058,8.171285520017328,1.8818628855822093,knowledge_qa
alpaca_537,-3.4828206925432434,-1.643475694098429,knowledge_qa
alpaca_7045,2.4087031304498647,-1.674511324907935,knowledge_qa
stresstest_97_614_value2,1.4503746909274189,3.4556360161778623,stresstest_other
competition_math_4835,1.1563016330089664,2.72957975796012,math
competition_math_12037,6.414734316883685,4.378069434049573,math
wildchat_11584,1.0099136032955711,1.2767739097624597,content_generation
wildchat_5545,-2.928132652505436,-4.018804123911082,knowledge_qa
alpaca_5738,2.817899686939413,-2.745015092347833,content_generation
wildchat_41447,-1.7906876578330928,-2.619290919005703,fiction
stresstest_80_1208_value1,-0.8652934961087995,2.4500723922173826,harmful_request
bailbench_1274,-5.890548462734862,-1.853764682314484,harmful_request
wildchat_1291,3.902077613106007,0.07284606284297812,sensitive_creative
competition_math_9772,3.7213715278101853,3.1946985664726784,math
bailbench_885,-4.914319032515879,-2.5965493823978623,harmful_request
alpaca_8888,-6.235623539987573,-3.40440202091456,content_generation
alpaca_10576,-2.0970169336257904,-4.608623910207009,knowledge_qa
stresstest_86_91_value2,5.108065366533596,1.2572372696951175,value_conflict
competition_math_7482,-2.439927069604546,2.941967005486304,math
stresstest_69_652_value1,7.23969344236639,-0.12562802430557252,value_conflict
bailbench_69,4.90836207218618,0.8224738072385473,model_manipulation
competition_math_8504,-0.7511949184480426,1.9829907025950186,math
competition_math_4322,4.032721816990542,3.7965891270873167,math
stresstest_33_610_neutral,-3.6142835888315408,-0.6966362485095963,harmful_request
alpaca_4555,-1.0156129080147909,-0.4724360771990037,knowledge_qa
competition_math_3264,4.843696624423006,1.9351027517108215,math
wildchat_72656,-1.2216644068021671,0.2177174308027916,knowledge_qa
bailbench_942,-5.363794111711321,-3.4886852877628947,harmful_request
alpaca_2302,-3.878494602659962,-2.49222583140821,knowledge_qa
alpaca_6309,2.271299355962251,-2.834021307352553,content_generation
competition_math_9217,-0.17734056911289997,2.5812827346757468,math
competition_math_3910,9.599467867734306,2.7717911030131352,math
wildchat_50369,-0.7500149434919386,0.07568142770142972,content_generation
wildchat_60025,-2.5873685354889955,-3.1015857621856515,knowledge_qa
alpaca_13951,-6.789754361547902,-1.7993046344407335,knowledge_qa
wildchat_64577,-9.595558425304354,-1.0420751934531474,fiction
competition_math_7995,9.529957342116312,2.7850733788245616,math
stresstest_71_224_value1,-0.7891467682402733,3.447834140522903,stresstest_other
bailbench_688,-1.4814945200345802,-2.773605558491683,harmful_request
bailbench_232,-2.0979961322291523,-3.735528513000766,harmful_request
wildchat_46279,-2.138256126739055,1.1601871914418709,math
alpaca_14355,-3.9116063588395233,-2.7634448079410054,content_generation
wildchat_43094,4.093522282690967,1.4796803928468774,content_generation
competition_math_12427,-9.65522241001895,1.7574364819085249,math
stresstest_57_1183_neutral,-3.0880508800136415,0.7252622955491405,value_conflict
wildchat_56101,5.983569588031608,0.4651266895195556,content_generation
bailbench_1171,2.2428319804884356,-2.494251569898875,harmful_request
competition_math_4974,-3.127322151640844,0.829785446206691,math
wildchat_20016,0.3523245480962645,-0.4934527991725135,fiction
wildchat_10341,8.786546912594952,2.9191918968542137,knowledge_qa
alpaca_10324,-0.06444020467867038,-3.278754264791619,fiction
alpaca_7010,-3.5580446930315826,-2.570254253668531,knowledge_qa
alpaca_5256,-4.176211258521259,-3.0995996693093346,content_generation
stresstest_41_882_value1,4.615270160602568,1.5276700406992276,harmful_request
wildchat_40322,3.623779206465866,0.48218847390905806,fiction
alpaca_9373,-4.235400802507016,-3.31009833565557,persuasive_writing
competition_math_3372,7.904435125670022,3.8861559684504856,math
wildchat_29405,4.583600740844554,1.013798342353505,content_generation
stresstest_41_794_value1,10.0,4.53385829109642,harmful_request
stresstest_5_1419_neutral,8.284405235930835,1.427294499155903,value_conflict
alpaca_2658,-5.614616197595002,-2.858449156384795,knowledge_qa
competition_math_7160,6.485419324581405,2.373496302618031,math
competition_math_10388,6.973178272990052,4.109035942229621,math
alpaca_7787,-4.742686473796256,-2.310383107240133,coding
stresstest_42_359_neutral,-2.214991875361934,-1.134450510535892,sensitive_creative
alpaca_6453,-6.727563110233053,-2.64044613009127,content_generation
competition_math_7033,-1.031756656226601,1.1582502205986442,math
competition_math_8376,7.012560965407556,2.6199845667968047,math
alpaca_8798,-0.23801526858219352,-0.573711423897926,knowledge_qa
bailbench_965,-0.10042341995153581,-1.7529947297442776,harmful_request
stresstest_16_810_value2,5.0108486589672205,1.573264017382484,stresstest_other
wildchat_72716,-3.553818275636061,-2.845012174289046,fiction
competition_math_8732,3.09669377552822,1.2924484340734697,math
wildchat_79412,0.1548110533662187,0.3078284380274878,content_generation
alpaca_2673,0.9884447545585509,-2.202236054970638,knowledge_qa
competition_math_7423,6.541231949580698,3.9353807303079797,math
wildchat_64352,3.044607440155721,1.3344209153704047,content_generation
wildchat_37716,5.581076965277307,1.0993895678431058,content_generation
competition_math_5569,0.2540481694348571,2.459428844553983,math
alpaca_13145,-0.15048595777138063,-2.1130621375732783,knowledge_qa
competition_math_1535,2.58786343295178,3.3361493069331623,math
wildchat_65677,1.3041047075720593,-0.49739795927471286,coding
stresstest_80_621_value2,-1.7413488954333365,0.8352629306814345,harmful_request
wildchat_65576,0.771634126164928,-1.3112795577802494,fiction
competition_math_883,3.4949908977945157,3.2478861757944824,math
competition_math_10300,2.3210541766181616,2.4545653556168436,math
competition_math_7894,-0.7134003004097064,3.278281075358921,math
wildchat_11600,5.330675629723509,1.8981759998176573,content_generation
competition_math_10676,5.998820138027133,3.2302318537399684,math
competition_math_1781,-3.379841483603301,2.095707023742022,math
wildchat_27535,-4.036235630620832,0.23955129515618623,fiction
stresstest_92_444_value2,3.767597013108351,3.603162244814323,stresstest_other
wildchat_50518,5.268193729259491,0.7331070290480685,fiction
wildchat_2391,-5.4636279367382965,-1.305574802905948,knowledge_qa
wildchat_60415,-5.016146742073487,1.7790058352694922,math
wildchat_2353,5.331682525526367,2.15079577269292,math
alpaca_8044,10.0,-0.3436971816054326,coding
competition_math_7956,7.918947232501804,2.72474858588413,math
bailbench_1302,-10.0,-4.823692750836947,harmful_request
wildchat_57701,1.9589962651082218,2.058494669357475,persuasive_writing
alpaca_13257,4.755414443150134,-3.1079340646473543,knowledge_qa
bailbench_1035,-7.313184985974138,-2.3144122151695097,harmful_request
competition_math_7159,9.596684781649593,2.327740616266559,math
stresstest_14_489_value1,5.084349462938351,1.757673013769348,stresstest_other
alpaca_8955,4.449596533992658,1.0779626829901707,knowledge_qa
stresstest_72_1223_neutral,-2.743703481733373,0.6345471953779254,stresstest_other
alpaca_3131,-9.183504934856485,-3.187912600116456,fiction
wildchat_52611,-5.929848306361965,-2.5122418001743476,coding
alpaca_1691,-5.959926850799641,-3.6938265004500854,content_generation
wildchat_53092,-8.365493256134028,-3.3424482006785565,knowledge_qa
alpaca_5143,1.4512609367377656,-1.0791474974052049,knowledge_qa
alpaca_10806,-0.16786987483475,-0.24194204484043347,knowledge_qa
