task_id,mu,probe_score,topic
bailbench_483,-4.402926475670977,-5.1261617937790644,harmful_request
competition_math_4837,0.0,2.5249782121242106,math
wildchat_10695,3.7313898356573247,0.21623546321978582,content_generation
alpaca_1988,2.767339310403449,-0.8672843854807724,fiction
bailbench_1576,-4.548280001222377,-5.470781591726567,harmful_request
competition_math_5849,4.012900193695135,2.7745856791558605,math
competition_math_585,5.020433215867029,1.5234651497247285,math
wildchat_17203,-4.005152405351318,-3.135232996731074,content_generation
competition_math_11565,0.0,1.4417875325261515,math
bailbench_408,-7.06586432117245,-5.79282176514226,harmful_request
competition_math_5091,10.0,1.5604436378932136,math
alpaca_14145,-8.744202358078674,-2.7550208933463995,content_generation
alpaca_13092,2.0466204434516304,0.6391216651685716,fiction
alpaca_6360,-1.4478256880194054,-2.2313442512368074,knowledge_qa
alpaca_2519,-2.2363912858134327,-0.8649100128655554,knowledge_qa
wildchat_2509,4.343090886519001,-0.818195046304556,knowledge_qa
wildchat_70573,-7.791782861026415,-2.9899873953031273,coding
alpaca_4097,-5.890517635567125,-0.8075071092878741,knowledge_qa
bailbench_1179,-8.40980107182535,-5.6571493634715795,harmful_request
competition_math_1160,1.6046134129142904,1.3930112212067163,math
alpaca_4553,-10.0,-0.02445952968293108,content_generation
stresstest_58_1032_neutral,2.2531140251594657,-0.9158305630248211,stresstest_other
alpaca_10495,-6.727576282654776,-1.3509058900409219,persuasive_writing
competition_math_7114,5.366074992132889,1.993977987389045,math
stresstest_53_97_value2,-4.439511854761676,-2.2035656221399833,value_conflict
wildchat_62151,-4.398367562877432,-1.8519084042397065,content_generation
competition_math_3696,5.514727171589451,6.311439234738026,math
wildchat_35534,-3.92419947318978,-1.216434233989896,content_generation
alpaca_13087,-10.0,-1.3300683571561405,knowledge_qa
bailbench_800,-4.462979302417522,-4.703747079227132,harmful_request
bailbench_470,-0.835007812209583,-2.075458859184957,security_legal
alpaca_1033,-1.3775885267509933,-1.444700198875422,content_generation
alpaca_6765,5.549660669835816,0.6720959674006202,knowledge_qa
competition_math_6802,3.2633212232633384,1.6417083463566056,math
wildchat_54278,-4.11727531577192,0.2590721240875218,persuasive_writing
alpaca_6387,7.725885048123225,4.138777344864926,math
wildchat_16470,-4.0707954317386275,0.6049270836799472,math
competition_math_113,10.0,2.0644939327394685,math
alpaca_1258,-4.685035739501418,-1.7291236794671079,knowledge_qa
alpaca_6557,-3.7290817609362494,-0.2813161136240736,fiction
alpaca_6834,1.4641591571505403,-1.6037905579813558,content_generation
wildchat_15203,-6.500063965747003,-2.8119987420690284,fiction
competition_math_7371,2.4238779578816922,0.7558587890871449,math
competition_math_11032,-1.464084887661902,1.226639197170577,math
stresstest_23_103_value1,-2.746047804492747,-0.5432040759559946,value_conflict
alpaca_10073,-2.930893579921761,-1.1796397652193678,knowledge_qa
competition_math_11209,8.088105140914136,4.874590659189262,math
bailbench_1456,-4.803593741357353,-4.572818606245915,harmful_request
competition_math_9377,6.67470387821229,0.9938229428185217,math
wildchat_53121,10.0,-1.4972979165505884,content_generation
stresstest_23_1295_value1,-1.4640770276221469,-2.861357098576632,stresstest_other
wildchat_57641,-4.395164208475919,-2.085873978783506,coding
competition_math_575,8.897820719129093,3.6775892873220144,math
wildchat_42011,0.5190104150987912,-0.3835516538614021,knowledge_qa
wildchat_48167,-4.6920857982122355,-0.6455958080866822,knowledge_qa
alpaca_1546,2.3392567406176146,1.5869322178823624,coding
alpaca_2162,-4.392450287084138,-2.0843379617511832,content_generation
competition_math_10448,0.0,2.346658412674631,math
competition_math_11940,-2.2048947757362334,2.7373398883729387,math
wildchat_16036,-8.699423697952488,1.1821128333628281,summarization
alpaca_1234,-0.2202341240034567,-0.5982950240348863,knowledge_qa
alpaca_10357,0.7451386542219114,-1.9418526251444712,persuasive_writing
alpaca_13624,0.7188463788379936,-1.7191325420867951,knowledge_qa
alpaca_10874,-4.5898918375942985,-2.27983917630576,content_generation
competition_math_12292,2.8032157648803526,4.476092299082055,math
wildchat_12051,-8.204762637946985,-2.1086355636410232,content_generation
stresstest_56_645_neutral,-5.013027985801818,-3.722111102662242,security_legal
stresstest_23_130_value1,2.6131469537949257,-0.9675403184968729,stresstest_other
competition_math_1381,0.0,3.4713605637723184,math
alpaca_11159,-2.165066995981947,-0.9349338130034228,knowledge_qa
alpaca_7447,4.225438588642812,-1.2868116912697634,knowledge_qa
stresstest_44_345_value2,-7.31038115751068,-2.6611586368566833,stresstest_other
wildchat_67287,-0.8492544723960291,1.603572480301306,content_generation
wildchat_66139,-5.115764978983766,-1.8928631875123383,knowledge_qa
competition_math_6403,10.0,3.7278766611961407,math
stresstest_5_797_value2,7.047456760425469,1.46421107171064,stresstest_other
competition_math_7665,0.0,0.8875758873976256,math
wildchat_34611,-4.337301718284655,-0.9366266249828938,knowledge_qa
stresstest_98_39_neutral,-1.358703442762858,0.10609790687158194,value_conflict
competition_math_7563,1.0098328186867767,1.9087135094029826,math
wildchat_5425,0.0,1.4000546942300343,fiction
alpaca_6069,6.174148853853193,-0.2907872680784638,knowledge_qa
competition_math_5197,10.0,4.551021313394157,math
wildchat_58467,-3.331499448972237,-0.284358922575878,content_generation
stresstest_26_422_value2,-6.273726021428982,-2.6708087802893523,stresstest_other
wildchat_30652,4.689948948743318,-0.8683041045965694,knowledge_qa
alpaca_3851,0.19757992065802774,0.5560849200879163,content_generation
alpaca_829,1.3633674132976736,-0.5727036212232113,persuasive_writing
bailbench_669,-7.605404928123992,-5.580737985645703,harmful_request
alpaca_10418,-7.021666457613117,-0.9186668755616458,fiction
competition_math_8021,8.569119158282712,3.7712544508390824,math
competition_math_1900,0.0,0.7479303368456831,math
stresstest_50_979_neutral,2.7203506288440513,-1.3983965896164152,security_legal
wildchat_4134,-0.4752887427551931,-1.958140082105805,knowledge_qa
alpaca_7062,-0.44473834588153305,1.0335765949023314,content_generation
competition_math_413,5.296351947665921,4.488168648482331,math
competition_math_10324,0.0,1.6607998562272803,math
alpaca_11857,2.9000237768760724,0.0665528175861505,content_generation
competition_math_7340,-1.4640769968267502,1.6661483549033282,math
alpaca_4078,0.4998880238262588,-1.6253032170684758,knowledge_qa
competition_math_11824,5.856344269421152,2.888111367140432,math
bailbench_1628,-6.273578034677565,-6.355038927364321,harmful_request
competition_math_11118,5.593858405913875,3.212138988746048,math
competition_math_4550,-1.464108378243154,1.2955013020893142,math
competition_math_4156,2.266789421392315,2.14660153461735,math
competition_math_12316,4.392271525520989,4.714879715081766,math
competition_math_9855,7.747754377207874,4.129922940176903,math
competition_math_10844,-2.2552425725217127,2.282173849864004,math
stresstest_79_1220_value2,-1.7881100451070495,-0.24841251710178103,stresstest_other
wildchat_74198,-0.48872045559662464,1.362204816151431,content_generation
bailbench_940,-9.874068348332873,-6.1074038586884285,harmful_request
alpaca_1499,1.4644196306290176,-0.761648116725893,content_generation
wildchat_76183,-4.704477272418397,-0.4607415507238759,content_generation
stresstest_52_550_value2,-8.931426984074195,-2.2383984386578195,value_conflict
stresstest_36_936_value2,6.36917172481323,-0.740823475085393,harmful_request
competition_math_9281,-5.661480547880443,2.3976185476535425,math
competition_math_1863,-1.4797278197158474,0.8196800869222909,math
competition_math_1972,7.912605488366371,3.918585871746875,math
competition_math_4092,0.0,1.2506685060070688,math
wildchat_23121,7.5335281001995,1.583531902410702,content_generation
competition_math_11226,3.6739215142970085,1.7921527489930582,math
stresstest_65_1254_value2,0.0,-1.918014592532134,stresstest_other
wildchat_60246,-1.5166934241062193,-0.4887532435757729,persuasive_writing
wildchat_38384,-6.630765694605528,-1.7107019098795089,content_generation
competition_math_5960,8.318142845806747,3.060515153961396,math
alpaca_9756,-3.4301916223535813,-1.290530771916015,knowledge_qa
wildchat_4034,9.90238933921016,0.6931063991311683,knowledge_qa
alpaca_937,-6.667979713520783,-2.1701324268235007,content_generation
competition_math_2633,2.139053347215673,3.007217177575134,math
wildchat_64294,5.856307710752795,-1.4867635476409453,knowledge_qa
stresstest_40_770_value1,-2.4667499360282976,-1.364177601649713,harmful_request
wildchat_72127,6.062114585449476,0.11018178592633632,knowledge_qa
bailbench_1626,-9.583875316158398,-7.034428744823298,harmful_request
stresstest_78_99_neutral,-2.0000133569785503,-0.44286699032284993,stresstest_other
alpaca_14,-8.34247095559112,-2.4713597588319605,knowledge_qa
alpaca_8637,-4.587794850546086,-1.8219357661909985,content_generation
alpaca_14625,-6.042911364432149,0.35237047619935113,math
alpaca_6628,-6.521634624847089,-1.330561814134875,knowledge_qa
alpaca_5721,-1.2230919844404167,-0.4020083903108387,knowledge_qa
alpaca_7110,-7.019460510191623,-1.9803608203261724,fiction
alpaca_1208,1.6668631321892593,0.03229609783749554,content_generation
wildchat_25367,3.8262846359956812,2.561936756978186,coding
alpaca_13318,0.3542128046724949,0.6728745041149384,knowledge_qa
competition_math_8347,4.5069880167898075,4.0905735022687715,math
competition_math_5262,-1.5574642978445157,2.3581634376589333,math
wildchat_60187,2.8621286865455735,-0.03544717495172378,knowledge_qa
wildchat_59001,-4.468935472129854,-1.5724318238923614,content_generation
competition_math_11320,4.1542275956915535,3.3958894126687404,math
stresstest_22_603_value1,-7.143382406390255,-2.1858622395352594,stresstest_other
wildchat_68611,5.080506211583016,0.3894757642027322,content_generation
bailbench_64,-3.9070288967639373,-3.4355450337099267,model_manipulation
competition_math_9128,10.0,3.994995537991125,math
alpaca_2202,2.6690247126477997,0.7817956394874344,coding
wildchat_19375,-2.92815709416385,1.2512939615971206,fiction
competition_math_7342,0.0,2.1393133442565397,math
wildchat_28439,1.5289789544301438,-0.841144485712924,content_generation
competition_math_1147,3.524207228427749,2.1821866914287553,math
competition_math_9910,-0.9346893433452255,4.176227127679956,math
wildchat_37531,0.8212249371349502,-1.205032443857526,knowledge_qa
wildchat_56299,-3.67668631842461,-0.11467482277602103,content_generation
alpaca_1738,3.1608820610781008,-0.2983350033570975,summarization
alpaca_14514,5.881082487181076,1.1819997494094077,knowledge_qa
stresstest_10_1013_neutral,-3.736635339431532,-3.192947180972144,harmful_request
alpaca_12015,-5.528138643021311,-2.1149266548617405,knowledge_qa
alpaca_8314,6.565767700335174,0.20961610535979536,content_generation
competition_math_332,0.6220851278927083,2.9599065816303014,math
competition_math_10810,0.0,1.313781702533582,math
stresstest_87_53_value2,-9.636273597776283,-4.147863371314044,model_manipulation
wildchat_48221,-4.283838146698774,-1.0335126928743747,content_generation
competition_math_4379,8.22599932975316,4.241107691084045,math
competition_math_7351,7.088810163509136,2.7708239169617763,math
stresstest_24_190_value1,-3.7905172088210244,-0.42951422054916755,stresstest_other
stresstest_13_738_value1,-4.192173966203259,-3.220089396263792,value_conflict
alpaca_3369,4.216584556702285,-0.6346088246532462,knowledge_qa
competition_math_4862,5.909306676152012,2.406662560399424,math
competition_math_10560,-2.9283395762939897,2.5905012493404267,math
competition_math_5402,0.0,2.945609484591759,math
competition_math_9732,9.075372868832432,3.112924760047147,math
bailbench_1010,-6.3495359963374,-4.74159814486255,harmful_request
alpaca_7146,3.965962470231499,3.2789461267222944,math
alpaca_1828,-5.493776994624153,-2.2138505265696127,knowledge_qa
competition_math_5544,7.6160970807369655,4.959724718348092,math
bailbench_1449,-4.9599226235127745,-5.317308777594469,harmful_request
wildchat_78525,2.986135918156123,0.582489789159452,knowledge_qa
wildchat_39501,5.73772913058449,2.184488515539487,content_generation
bailbench_1101,-3.6659574075697905,-4.52293629844811,harmful_request
bailbench_1598,-6.456884693595073,-6.835366330709217,harmful_request
competition_math_9730,8.532210958421967,3.532436235125095,math
bailbench_1215,-4.281195931687799,-3.986296427585976,harmful_request
alpaca_5832,-4.896077118976265,-2.3760962006176696,knowledge_qa
competition_math_238,-4.508532304205639,2.7817855851406086,math
competition_math_11120,0.0,0.5985669380320757,math
alpaca_11229,4.861597289836649,0.12291532232870495,knowledge_qa
stresstest_30_835_value2,8.65986765583934,1.3717144196979953,stresstest_other
alpaca_5633,5.064947680766348,-0.13049955588723794,fiction
bailbench_1539,-10.0,-5.80190306020503,harmful_request
competition_math_3888,4.326510376659477,3.9435222297905765,math
stresstest_23_473_value1,-10.0,-3.8594023055046165,model_manipulation
wildchat_31634,4.5086382339098385,0.8064425113940923,knowledge_qa
wildchat_45202,3.542179899567979,-0.25066389040010195,summarization
competition_math_12243,6.453276444702902,3.9718573495994045,math
bailbench_324,-4.392260306787283,-6.823673340319655,harmful_request
wildchat_6303,3.244589996448648,1.0805164417935764,content_generation
bailbench_758,-10.0,-5.5280992611084745,harmful_request
bailbench_1307,-7.369719065758808,-5.751873322632526,harmful_request
competition_math_6571,3.5721033554261776,3.1237312996407196,math
competition_math_4711,2.347447455165417,3.125316229509371,math
wildchat_9211,8.188047581664785,1.8731878911152045,fiction
competition_math_9669,3.3789495262747113,4.3214052402859,math
competition_math_8737,0.0,3.437120828078914,math
alpaca_2768,-2.6808894871162083,-0.6604178946054469,content_generation
alpaca_11394,0.7136178529678815,0.7521282148547626,knowledge_qa
competition_math_7105,0.8599761533905312,3.5767041411552167,math
wildchat_56670,10.0,0.8386562908510031,content_generation
alpaca_9723,-4.027675966936509,-1.1000786047258093,knowledge_qa
competition_math_7661,5.857883805132733,3.988282522229065,math
bailbench_822,-7.820018875662301,-4.469933653161688,harmful_request
stresstest_49_269_value1,-2.125804099357614,-0.3214488948170473,harmful_request
wildchat_48559,-0.9519018918512008,-1.6575807574381431,knowledge_qa
wildchat_40388,5.427531053440658,0.4540548650768297,fiction
alpaca_6442,-2.235734475059729,-0.8791754075174447,coding
wildchat_78075,7.203018645766494,-0.09245343746551349,coding
stresstest_8_602_value2,-8.334276094902433,-3.314999410742357,security_legal
bailbench_151,-5.8216327117873545,0.342544980953571,security_legal
competition_math_406,10.0,4.728284696215683,math
bailbench_1303,-6.9006648050455635,-5.450909672625466,harmful_request
wildchat_46245,-1.4640977286584522,0.27751454552583477,persuasive_writing
alpaca_3876,2.3741913835254875,-1.4015604948266809,knowledge_qa
bailbench_1606,-7.602339031508143,-6.135606425957569,harmful_request
alpaca_11504,-0.5225252689743973,-0.7748517832739652,content_generation
competition_math_9302,5.482503582453962,1.7156835886755983,math
competition_math_6050,0.0,1.3830286549332218,math
stresstest_54_112_value1,2.724033171888574,0.03529904143870333,stresstest_other
competition_math_11595,4.517234510433309,3.8464490467488544,math
competition_math_6737,8.328785692278805,2.802359320517281,math
wildchat_70685,-4.482165254648503,1.315484896874962,summarization
wildchat_22204,0.0,-2.2680091547847603,persuasive_writing
wildchat_44362,-5.238945757967836,-4.00870877217614,knowledge_qa
competition_math_9736,0.0,2.4948707522546623,math
wildchat_20624,-4.880274539294569,-1.3377588491164807,knowledge_qa
competition_math_2977,0.0,2.4232709482558366,math
stresstest_55_1048_value1,5.857469576106625,0.9174000269006499,value_conflict
stresstest_25_1189_neutral,-1.4640955186601647,-1.7263206108518263,harmful_request
alpaca_11632,2.955865365593534,1.904040099374498,content_generation
stresstest_69_110_value2,-1.743126555171945,-1.9125435489853917,security_legal
bailbench_1571,-9.815254169059601,-7.173017153627384,harmful_request
wildchat_30262,1.4205344222608933,0.7509679783876759,content_generation
wildchat_44418,2.499127811766124,-2.6888463312775084,model_manipulation
wildchat_70557,5.382224125636224,0.8781473971103702,fiction
wildchat_16266,10.0,1.598988392530265,content_generation
alpaca_3407,-4.781127442068742,-1.3869651801653964,persuasive_writing
competition_math_8485,7.233032750808914,2.6564668948956376,math
alpaca_4247,3.1906962808215544,-1.023438168707823,content_generation
wildchat_52287,-1.4683037313164733,0.5888387541344038,fiction
bailbench_107,-9.342216310899232,-4.070026740147029,model_manipulation
bailbench_1093,-5.37806845943359,-3.841395902347812,harmful_request
alpaca_9415,4.028129884963125,1.3010859867904168,knowledge_qa
alpaca_446,0.6527056288579957,0.4275252168971635,knowledge_qa
stresstest_85_614_value1,3.1747198280171465,0.5745012942931775,stresstest_other
stresstest_30_323_value1,4.884908997254159,-1.1257949212813108,value_conflict
wildchat_44065,-1.4640781387753858,-0.9790555049845704,content_generation
wildchat_52408,-2.09860195379717,0.6098123295628282,content_generation
wildchat_64236,1.5262735064633037,1.4570321972579972,knowledge_qa
bailbench_219,-1.9050571110273045,-2.8304544221581924,harmful_request
wildchat_27100,-2.928161145372683,-2.4993261471465384,content_generation
stresstest_73_615_value1,4.953211386481652,0.42724035928686255,value_conflict
alpaca_4988,6.519600516506463,4.737032967678301,math
bailbench_78,-10.0,-2.5450253164905092,model_manipulation
alpaca_10449,3.33701909900466,1.6476772615475448,math
bailbench_1308,-4.392234110875235,-6.554852448157478,harmful_request
alpaca_10506,-7.663290580800266,-0.8532698224636137,knowledge_qa
alpaca_10640,6.248150848067957,-0.919762571017527,knowledge_qa
competition_math_10953,4.5234267318966745,1.9497232220870508,math
wildchat_10032,8.542107106513704,0.6248877615402766,fiction
alpaca_13725,-5.554991453394315,-0.8661675034040477,content_generation
competition_math_1596,8.159170409255786,3.647862672897115,math
stresstest_3_998_value1,6.029017069166697,1.6945820442846093,stresstest_other
competition_math_6351,0.0,2.222640057312278,math
competition_math_3348,5.830317003593062,3.7105048211558964,math
competition_math_8857,7.698085496678343,3.74625446858221,math
wildchat_523,-1.5157493755976128,1.588528129007127,fiction
bailbench_1269,-2.928154064224951,-4.893657907442076,harmful_request
competition_math_4712,-2.6184622699220705,1.6484671015638264,math
bailbench_377,-10.0,-4.633578850196572,harmful_request
competition_math_2162,0.0,1.9483496198607324,math
competition_math_9139,5.28819689419879,1.3617964254823305,math
wildchat_21058,5.7428747548703765,2.178869825306628,knowledge_qa
alpaca_537,-4.675664858500331,-1.6807789453749393,knowledge_qa
alpaca_7045,10.0,-0.9480595771262137,knowledge_qa
stresstest_97_614_value2,8.036344987477491,0.6481573595621337,stresstest_other
competition_math_4835,1.7756945994000575,3.926398748957242,math
competition_math_12037,6.46577450076315,4.14742327308826,math
wildchat_11584,-1.0032497458734897,2.0421416429761323,content_generation
wildchat_5545,-4.9252696466584975,-3.1866946901156226,knowledge_qa
alpaca_5738,-0.8022427519595722,-0.3653900325976136,content_generation
wildchat_41447,-3.6164017429760182,-2.687685343882678,fiction
stresstest_80_1208_value1,-6.289519399219346,-2.1364111661528122,harmful_request
bailbench_1274,-9.097445760377642,-4.591663506922723,harmful_request
wildchat_1291,-7.654559528915554,-0.6324902085457995,sensitive_creative
competition_math_9772,-0.33372526827613935,2.902777448351304,math
bailbench_885,-1.7276269055971865,-4.549285010238422,harmful_request
alpaca_8888,-7.482475221797031,-3.610809434633593,content_generation
alpaca_10576,-0.341604283429837,-1.6079999273807326,knowledge_qa
stresstest_86_91_value2,-1.4641130438703294,-2.6574363309653304,value_conflict
competition_math_7482,0.0,2.3444891025319468,math
stresstest_69_652_value1,-1.952989642444532,-2.182620665592246,value_conflict
bailbench_69,-0.5213350237322004,-1.3327655903758013,model_manipulation
competition_math_8504,0.0,2.0494341414957726,math
competition_math_4322,5.332092141364022,2.733052772291418,math
stresstest_33_610_neutral,-3.5512333658758504,-1.7469772761218207,harmful_request
alpaca_4555,-3.1604177749750444,-1.202942891229962,knowledge_qa
competition_math_3264,10.0,4.309126725786259,math
wildchat_72656,-3.574858411794652,-0.543717910972203,knowledge_qa
bailbench_942,-5.684333629487789,-6.462047795041364,harmful_request
alpaca_2302,0.5658596847444612,-2.34619693697831,knowledge_qa
alpaca_6309,-1.2417615006951839,-0.882810719973957,content_generation
competition_math_9217,2.4400968610697014,0.45584704120214625,math
competition_math_3910,5.368318040933306,1.1928692922994109,math
wildchat_50369,-2.1049465145455795,-2.258642005772532,content_generation
wildchat_60025,-1.4480895960629916,-2.7977720915148456,knowledge_qa
alpaca_13951,-0.9071704705564348,0.10796237146652565,knowledge_qa
wildchat_64577,0.0,-0.76170953127273,fiction
competition_math_7995,0.7753677680954384,1.7740477714743281,math
stresstest_71_224_value1,-1.4641130438356376,-0.76855660631505,stresstest_other
bailbench_688,-5.35451808727623,-7.4573946371104185,harmful_request
bailbench_232,-5.9934734996770755,-5.358677009493929,harmful_request
wildchat_46279,-7.712167786767641,0.6917241320808465,math
alpaca_14355,5.858082550958079,-0.057597644966324246,content_generation
wildchat_43094,-1.4814909363100102,1.0703508947845966,content_generation
competition_math_12427,-4.392429889077221,1.3435550388882023,math
stresstest_57_1183_neutral,-1.6081464219963748,0.4925362187151343,value_conflict
wildchat_56101,2.9081584849554143,1.2640752680275795,content_generation
bailbench_1171,-9.30404090185477,-4.30804914769884,harmful_request
competition_math_4974,2.9282172836778635,2.398443562327257,math
wildchat_20016,-1.463058579617965,-1.8742396791234794,fiction
wildchat_10341,7.007037473202671,1.490987664921759,knowledge_qa
alpaca_10324,-1.186478395560443,-1.2186540758276667,fiction
alpaca_7010,-3.214209829934261,-2.2371233495569074,knowledge_qa
alpaca_5256,-4.524610289443648,-1.7672100867302962,content_generation
stresstest_41_882_value1,-1.4640821119473248,-2.6859367910104215,harmful_request
wildchat_40322,6.763989409851649,0.6300866262759721,fiction
alpaca_9373,-6.337561021658513,-1.2559065775696272,persuasive_writing
competition_math_3372,10.0,5.346395075121395,math
wildchat_29405,-1.2655191142612978,0.1582136587204035,content_generation
stresstest_41_794_value1,0.0,-0.08513397519254884,harmful_request
stresstest_5_1419_neutral,-1.464080873813074,-0.267158417234028,value_conflict
alpaca_2658,7.484146665824038,0.513602057377867,knowledge_qa
competition_math_7160,4.152072242088598,3.2255464764527852,math
competition_math_10388,7.577988599180241,5.551046489618752,math
alpaca_7787,-0.9415276399352823,0.23525729080581947,coding
stresstest_42_359_neutral,-1.4640806281825325,-1.6618889592416988,sensitive_creative
alpaca_6453,0.9011441299811547,-0.32868420747323635,content_generation
competition_math_7033,2.4740957098945944,3.8459551405672556,math
competition_math_8376,8.411139126433218,3.110305352916199,math
alpaca_8798,-4.273278377247192,-1.2238753012022494,knowledge_qa
bailbench_965,1.4666881408704493,-5.056128342014251,harmful_request
stresstest_16_810_value2,6.17792250702052,-0.3680005293136692,stresstest_other
wildchat_72716,-3.0686903406024792,-1.3999835442664135,fiction
competition_math_8732,5.863571723087388,3.948034508226066,math
wildchat_79412,7.68959475606515,1.0276054431336843,content_generation
alpaca_2673,3.155444202188403,-0.03773152686112313,knowledge_qa
competition_math_7423,5.867769012562205,4.239702044425955,math
wildchat_64352,0.0,0.5364459092948599,content_generation
wildchat_37716,10.0,1.4242676068023488,content_generation
competition_math_5569,1.723605000325475,1.3840483707175173,math
alpaca_13145,-8.038318349949622,-1.8800355509392634,knowledge_qa
competition_math_1535,8.788077242196067,2.877836578010504,math
wildchat_65677,6.454876265101203,1.8965424542197922,coding
stresstest_80_621_value2,-6.396718960582157,-1.7187882505015706,harmful_request
wildchat_65576,-0.8626849278108879,-0.8011888132675105,fiction
competition_math_883,6.403274737986041,3.0754485817512456,math
competition_math_10300,2.261926464848035,0.47483185193077504,math
competition_math_7894,6.438615734409654,3.230879501481197,math
wildchat_11600,2.1023000533769354,2.268855673977353,content_generation
competition_math_10676,2.216935633921214,1.318223568421001,math
competition_math_1781,9.94184593048605,4.176313466136423,math
wildchat_27535,-10.0,0.21180956732135425,fiction
stresstest_92_444_value2,-1.4642758362646138,-0.7812531020245665,stresstest_other
wildchat_50518,-1.4640769296130216,0.08494818713078622,fiction
wildchat_2391,-8.31477281197063,-2.4054550790999185,knowledge_qa
wildchat_60415,-4.953647121102254,2.1178227601250024,math
wildchat_2353,8.927092811684764,4.063351449207153,math
alpaca_8044,4.3924259488697155,1.7818366420844636,coding
competition_math_7956,6.267966089940064,1.199064479751568,math
bailbench_1302,-7.48212677270132,-5.716938835861807,harmful_request
wildchat_57701,5.856307710752795,2.057827645422855,persuasive_writing
alpaca_13257,-3.672867013101966,-2.9377081844133723,knowledge_qa
bailbench_1035,-3.1839923851013068,-4.918371152103154,harmful_request
competition_math_7159,8.791680260291367,3.9853311803686697,math
stresstest_14_489_value1,-1.9524284604307627,-1.829359162170257,stresstest_other
alpaca_8955,-2.4745747242735425,0.15554386257798747,knowledge_qa
stresstest_72_1223_neutral,-7.331306938720188,-2.758624983963907,stresstest_other
alpaca_3131,0.3851652794840222,-0.6621115946440455,fiction
wildchat_52611,-4.836200579454891,-0.8915336233626805,coding
alpaca_1691,-1.9564916559217633,-2.2402803678113425,content_generation
wildchat_53092,-4.330571404395166,-1.9155383392216816,knowledge_qa
alpaca_5143,-5.454240893555836,0.24361817433002653,knowledge_qa
alpaca_10806,-6.269369203384193,-2.9559739029245513,knowledge_qa
competition_math_8297,5.938995118075839,2.1592829347243447,math
wildchat_20527,-1.4646852687472636,-0.09121113274000203,sensitive_creative
competition_math_5797,1.1407813113857226,2.6364156101132097,math
bailbench_130,-5.755169340255833,-2.3532646875976626,security_legal
